0.0 , -100.0
0.01 , -100.0
0.02 , -100.0
0.03 , -100.0
0.04 , -0.5499999999999997
0.05 , -0.5499999999999997
0.06 , -0.5599999999999996
0.07 , -0.5599999999999996
0.08 , -0.5699999999999996
0.09 , -0.5799999999999995
0.1 , -0.5799999999999995
0.11 , -0.5899999999999995
0.12 , -0.5899999999999995
0.13 , -0.5999999999999995
0.14 , -0.6099999999999994
0.15 , -0.6099999999999994
0.16 , -0.6199999999999994
0.17 , -0.6299999999999994
0.18 , -0.6399999999999993
0.19 , -0.6399999999999993
0.2 , -0.6499999999999994
0.21 , -0.6599999999999993
0.22 , -0.6699999999999993
0.23 , -0.6799999999999993
0.24 , -0.6899999999999992
0.25 , -0.6899999999999992
0.26 , -0.6999999999999992
0.27 , -0.7099999999999991
0.28 , -0.7199999999999991
0.29 , -0.7299999999999991
0.3 , -0.739999999999999
0.31 , -0.749999999999999
0.32 , -0.7699999999999989
0.33 , -0.7799999999999989
0.34 , -0.7899999999999988
0.35 , -0.7999999999999988
0.36 , -0.8099999999999987
0.37 , -0.8199999999999987
0.38 , -0.8399999999999986
0.39 , -0.8499999999999986
0.4 , -0.8599999999999985
0.41 , -0.8799999999999986
0.42 , -0.8899999999999985
0.43 , -0.9099999999999984
0.44 , -0.9299999999999984
0.45 , -0.9399999999999983
0.46 , -0.9599999999999982
0.47 , -0.9799999999999982
0.48 , -0.9999999999999981
0.49 , -1.019999999999998
0.5 , -0.9999999999999981
0.51 , -1.0599999999999978
0.52 , -1.0799999999999979
0.53 , -1.0999999999999976
0.54 , -1.1199999999999977
0.55 , -1.1499999999999975
0.56 , -1.1699999999999975
0.57 , -1.1999999999999973
0.58 , -1.2299999999999973
0.59 , -1.2599999999999971
0.6 , -1.2899999999999971
0.61 , -1.319999999999997
0.62 , -1.3599999999999968
0.63 , -1.3899999999999968
0.64 , -1.4299999999999966
0.65 , -1.4699999999999964
0.66 , -1.5099999999999962
0.67 , -1.559999999999996
0.68 , -1.6099999999999959
0.69 , -1.6599999999999966
0.7 , -1.7199999999999975
0.71 , -1.7699999999999982
0.72 , -1.8399999999999992
0.73 , -1.9000000000000001
0.74 , -1.9800000000000013
0.75 , -1.9800000000000013
0.76 , -2.1400000000000037
0.77 , -2.230000000000005
0.78 , -2.3300000000000063
0.79 , -2.440000000000008
0.8 , -2.5600000000000094
0.81 , -2.7000000000000117
0.82 , -2.850000000000014
0.83 , -3.0100000000000158
0.84 , -3.200000000000019
0.85 , -3.4200000000000217
0.86 , -3.660000000000025
0.87 , -3.9400000000000293
0.88 , -4.270000000000034
0.89 , -4.650000000000039
0.9 , -5.110000000000046
0.91 , -5.680000000000054
0.92 , -6.3900000000000645
0.93 , -7.300000000000013
0.94 , -8.509999999999945
0.95 , -10.219999999999848
0.96 , -12.769999999999703
0.97 , -17.00999999999946
0.98 , -25.509999999998982
0.99 , -51.02000000000476
1.0 , -100.0
